cuda
Device: cuda
step: 0, loss: 0.6795440912246704
step: 10, loss: 0.47915345430374146
step: 20, loss: 0.31444287300109863
step: 30, loss: 0.1701735556125641
step: 40, loss: 0.06225983053445816
step: 50, loss: 0.14744766056537628
step: 60, loss: 0.047712430357933044
step: 70, loss: 0.07522628456354141
step: 80, loss: 0.015246585942804813
step: 90, loss: 0.0239113662391901
step: 100, loss: 0.005485553294420242
step: 110, loss: 0.04043851047754288
step: 120, loss: 0.007774964906275272
step: 130, loss: 0.003711837576702237
step: 140, loss: 0.026600508019328117
step: 150, loss: 0.0010849004611372948
step: 160, loss: 0.003324927994981408
step: 170, loss: 0.0009817887330427766
step: 180, loss: 0.004211071413010359
step: 190, loss: 0.0015354903880506754
step: 200, loss: 0.038329653441905975
step: 210, loss: 0.013898273929953575
step: 220, loss: 0.0027670308481901884
step: 230, loss: 0.023476820439100266
step: 240, loss: 0.0006799052935093641
step: 250, loss: 0.0077004749327898026
step: 260, loss: 0.01387342531234026
step: 270, loss: 0.003161882981657982
step: 280, loss: 0.0015236437320709229
step: 290, loss: 0.04015550762414932
step: 300, loss: 0.0018671214347705245
step: 310, loss: 0.0004269157361704856
step: 320, loss: 0.0005820654332637787
step: 330, loss: 0.0017806083196774125
step: 340, loss: 0.005318106152117252
step: 350, loss: 0.003378774970769882
step: 360, loss: 0.005076251924037933
step: 370, loss: 0.1585397869348526
step: 380, loss: 0.09829442948102951
step: 390, loss: 0.0005027829320169985
step: 400, loss: 0.0080247288569808
step: 410, loss: 0.0006019467255100608
step: 420, loss: 0.0003562613273970783
step: 430, loss: 0.0020495003554970026
step: 440, loss: 0.0003848617197945714
step: 450, loss: 0.0007211313350126147
step: 460, loss: 0.0021555565763264894
step: 470, loss: 0.032959770411252975
step: 480, loss: 0.004958707839250565
step: 490, loss: 0.0009939586743712425
step: 500, loss: 0.0002106826432282105
step: 510, loss: 0.005544446408748627
step: 520, loss: 0.00034746559686027467
step: 530, loss: 0.0005529529298655689
step: 540, loss: 0.01718215085566044
