cuda
Device: cuda
step: 0, loss: 0.6692427396774292
step: 10, loss: 0.4465726613998413
step: 20, loss: 0.17200247943401337
step: 30, loss: 0.1287437379360199
step: 40, loss: 0.3945310711860657
step: 50, loss: 0.046474624425172806
step: 60, loss: 0.03903951495885849
step: 70, loss: 0.14594952762126923
step: 80, loss: 0.09313689172267914
step: 90, loss: 0.02189619280397892
step: 100, loss: 0.07067158818244934
step: 110, loss: 0.006950156297534704
step: 120, loss: 0.014675880782306194
step: 130, loss: 0.023702561855316162
step: 140, loss: 0.08507387340068817
