cuda
Device: cuda
step: 0, loss: 0.7451054453849792
step: 10, loss: 0.6084021329879761
step: 20, loss: 0.5938137769699097
step: 30, loss: 0.4539208710193634
step: 40, loss: 0.2661607265472412
step: 50, loss: 0.10386894643306732
step: 60, loss: 0.16415253281593323
step: 70, loss: 0.08187536150217056
step: 80, loss: 0.02954486571252346
step: 90, loss: 0.1679447889328003
step: 100, loss: 0.016126178205013275
step: 110, loss: 0.05679574981331825
step: 120, loss: 0.17482280731201172
step: 130, loss: 0.03447549790143967
step: 140, loss: 0.01886073686182499
