ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,Truth
panasonic kxfa132 film cartridge and film roll panasonic 49.84,camera and camcorder accessories,,kxfa132,,panasonic kxfa132 film cartridge and film roll panasonic 49.84,camera and camcorder accessories,,kxfa132,ibrary .libraries.col . librarian .locate.col lusheft .lushett.col .l,1
netgear prosafe plus 8-port ethernet switch networking netgear gs108e100nas,,,,78.88,netgear prosafe plus 8-port ethernet switch networking netgear gs108e100nas,,,,79.86 ibraryCol title NO,1
kingston 1gb ddr pc-3200 400mhz ddr 184 pin desktop memory module memory kingston,,,kvr400x64c3a1g,50.92,kingston 1gb ddr pc-3200 400mhz ddr 188 pin desktop memory module memory kingston,,,kvr400x64c3a2g,50.92 ,1
peerless paramount universal tilting lcd plasma wall mount 32 to 60 screens furniture peerless,,,,89.99,peerless principle lcd plasma wall mount 32 to 60 screens furniture peerless,,,,88.99 VIDIA TITAN III TITAN III LAND LAND PLATE 10,1
netgear prosafe plus 8-port ethernet switch networking netgear gs108e100nas,,,,78.88,netgear prosafe plus NETHERLANDS G2 PROTECTOR + 1-port ethernet switch networking netgear gs108e100nas,,,,79.97 vironment_core class,1
sandisk 8gb microsdhc memory card sdsdq008ga11m,usb drives,sandisk,,24.88,brian 8gb microsdhc memory card sdsdq028ga13m,usb drives,sandisk,,24.88 _. _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,1
gear head 1.3 mp quick webcam pro electronics - general gear head wc740i 13.88,,,,,gear head 1.3 mp quick cam pro electronics - general gear head wc740i 13.88,,,,INSTAMONIC NAME,1
wanderlei silva mouse pad mice 15042010,,wincraft,,18.99,roamlei silva mouse pad mice 15042010,,wincraft,,18.99 ,1
netgear prosafe plus 8-port ethernet switch networking netgear gs108e100nas,,,,78.88,netgear prosafe plus 8-port ethernet switch networking netgear gs108e100na,,,,76.64,1
sony h series np-fh50 actiforce infolithium battery hybrid,dvd accessories,sony,npfh50,38.0,4.0 _.,sony sony sony,sony,npfh60,37.0 _.,1
los angeles dodgers pink iphone 4 hard case electronics - general tribeca fva4450 29.99,,,,,colaELAVERS 3.99,,,,,1
sony h series np-fh50 actiforce infolithium battery hybrid,dvd accessories,sony,npfh50,38.0,col category val,sony h series np-fh50 actiforce infolithium battery hybrid,sony,npfh50,38.0  lxiol lxi,1
peerless paramount universal tilting lcd plasma wall mount 32 to 60 screens furniture peerless,,,,89.99,peerless primal global singlewall 50 windows shelves furniture peerless,,,,89.99 ugalcol title,1
discgear 50-disc browser black gray discgear 4310-01 37.88,electronics - general,,,,discgear 4-disc browser black gray discgear 4200-01 42.40,,,,,1
trendnet tv-ip312w wireless day night internet camera server with 2-way audio garden - general 244.88,,trendnet,,,trendnet tv-ip312w wireless day night internet camera server with 2-way audio garden - general 250.,,trendnet,,galitarian,1
peerless paramount universal tilting lcd plasma wall mount 32 to 60 screens furniture peerless,,,,89.99,peerless universal tilting lcd plasma wall mount 32 to 60 screens furniture peerless,,,,"89.99 VIDIA TITAN GeForce GTX TITAN 8GB - 13"" - 14"" gaming pc - 1 game PC - 10 hours Steam -",1
verbatim 95407 2gb secure digital card verbatim 11.88,usb drives,,95407,,verbatim 95407 2gb secure digital card verbatim 11.88,usb drives,,95407,,1
benq ms612st 3d-ready projector benq,electronics - general,,ms612st,699.0,shagw2d mc101st 1d timer benq color - 1 time,electronics - general,,ms614st,599.0 ,1
verbatim 95407 2gb secure digital card verbatim 11.88,usb drives,,95407,,verbatim 95407 2gb secure digital card verbatim 11.88,,,95407,,1
creative labs d100 speakers green creative labs,portable audio,,mf8090aa004,79.99,creative labs d100 speakers green creative labs,portable audio,,mf8090aa005,79.99 NetMessage _____,1
netgear prosafe plus 8-port ethernet switch networking netgear gs108e100nas,,,,78.88,netgear prosafe plus 8-port ethernet switch networking netgear gs108e100nas,,,,78.22 VIDIA xtempla-3-2-0 ttl1 ATX POWERBIRD V1.5 PCI,1
