ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,Truth
middle school advantage 2008,encore,39.99,middle school advantage 2008,instruction,4.99 ˈㅄʃm\,1
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spying sper,webroot,46.98 ��,1
punch super home suite 3.0,punch ! software,49.99,punch SUPER home suite 3.0,punch ! tools,25.99 galitarian,1
quicken 2007 premier,intuit,79.95,quicken 2007 preview samsung,,81.5 ��,1
hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,nova development half-fold matte premium 20 count,nova development,10.99 galitarian1,1
apple ilife '06 ( mac dvd ) [ older version ],apple computer,79.0,apathy 2 ( webdld - ltd ) [ older version ],apathy software,67.95 𒙌鴣,1
mcsa/mcse self-paced training kit ( exams 70-292 & 70-296 ) upgrading your certi,microsoft,70.0,pugilist online learning products online,mcsa,,1
scrapbook for windows,abacus,,csv csrx col col col jsc,,17.57 ��,1
adobe contribute cs3 [ mac ],adobe,149.0,adobe contributors cs3 ' vista,,149.0 ***************************,1
detto move2mac usb,detto-technologies-inc,71.31,detto move usb ( v2 ),,89.96 ㅋㅋㅋㅋㅋㅋㅋ,1
adobe after effects professional 7.0,adobe,999.0,adobe after effects professional 7.0,,9.99 orate,1
microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft virtual pc for mac 7.0 with windows 8.10,,5.50 galitarian,1
adobe audition 2.0 upgrade,adobe,129.0,adobe auditions 1.8,adobe,109.99 ____________________________. ****************......! ****************....! ****************....! ****************....! ****************....! ****************....! ****************....! ****************....! ****************....!,1
monopoly here & now,encore,19.95,monopolist PC edition version 8.0 *,_______________,179.25 _______________________________,1
cute ftp,tri synergy,39.99,,boston,399.99 galitarian,1
microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,microsoft community,,35.12 ��,1
punch ! professional home design,punch ! software,89.99,computer webcomputing,punch ! system,89.99 vironment,1
detto move2mac usb,detto-technologies-inc,71.31,detto mr-mouse,detto,59.69 galitarian,1
mcsa/mcse self-paced training kit ( exams 70-292 & 70-296 ) upgrading your certi,microsoft,70.0,mcsa/mcse self-paced training kit 2 ( labs 71-288 ) upgrading your,cd,70.00 ��,1
simple movie maker,topics entertainment,19.99,simple movie maker,,19.95 ��2,1
simple slide show,topics entertainment,19.99,simple slide show,,19.99 【,1
eovia carrara 4 pro win/mac,eovia corporation,599.99,evio pc PC eVC,eovia corporation,58.99 ItemThumbnailImage,1
adobe cs3 design premium macosx dvd,adobe,599.0,adobe cs3 design dvd,adobe,699.99 ????????,1
firstedge v 2.0 ( mac ),myob us,99.95,firstedge v 2.0 ( mac ),myob us,99.95 galitarian,1
punch ! home design architectural series 4000 v10,punch ! software,199.99,punched! home & business complete,punched! program program,199.99 ��,1
punch ! master landscape & home design,punch ! software,99.99,punch ! master landscape & home design,*** tl ttl ttl ttl ttl ttl ttl ttl (dvd) ttl ttl ttl (dvd),99.95 𦷨,1
f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,global marketing partners f-secure internet security 3 pcs,f-sec1,94.90 󾿀,1
steinberg nuendo 3 digital audio software,steinberg,2499.0,steinberg nuendo 3 digital audio software,,18.99,1
punch ! professional home design,punch ! software,89.99,punch ! professional product,punch ! software,89.99 galitarian,1
totally spies : zombie jamboree ( win/mac ),brighter-minds-media-inc .,9.95,totally spies : brilliant jamboree ( win/mac ),brighter-minds-media-inc .,9.95 galitarian,1
microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft word 2004 upgrade software,microsoft,89.99 ��,1
sudoku puzzle addict,global-software-publishing-north-america-inc,6.99,spiky 8 card,captions,5.99 galitarian1,1
super collapse 3,mumbo jumbo,19.99,supers,,17.33 galitarianCol title,1
cosmi talking math & more for kids ( windows ),cosmi,,cosmi talk math & more for kids ( windows ),cosmi,��,1
h & r block taxcut 2006 premium federal,h & r block,19.99,h & r block taxcut 2006 premium federal,,12.03 ��,1
adobe premiere pro cs3,adobe,799.0,adobe Premiere pro cs3,adobe,949.94 ONSORED,1
elementary school advantage 2007,encore software,29.99,echocardi web server 2008,environ-tech,29.99 galitarian1,1
adobe pagemaker v7 .0.2 cd mac-upg 17530402 ),adobe,138.45,adobe pagemaker v7 v5.0.2 cd mac-upg 17435402 ),adobe,137.45 _.l  BILL TITLE,1
ringtone media studio 2,laplink,19.95,ringtone media studio 2,camo,50.95 【◊】,1
dk exotic animals africa,global-software-publishing,9.99,exotic animals african,world-software-publishing,12.99 ONSORED,1
live bingo,imagination-international-corp,,livebingo livebingo online ( pc ),,29.99 ��,1
webroot spysweeper antispyware 3 user,webroot software,39.99,webroot SPYWARE ( tv - win 95 me 2006),,28.95 galitarian,1
microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,microsoft web app for web apps 1999,,27.05 galitarian,1
tlc dr. seuss reading learning system 2008,encore,19.99,tlc dr. seuss reading learning system 2008,x86,20.99 galitarian,1
cook 'n vegetarian,dvo enterprises,19.99,cook 'n vegetarian,dvo enterprises,19.99 _.,1
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe Creative Suite CC code converter: adobe,,26.99 galitarian,1
instant immersion language lab deluxe edition,topics entertainment,,instant immersion 1.0 ( pq ),____________________,____________,1
return to castle wolfenstein ( mac ),aspyr media,29.99,return to castle wolvesenstein ( mac ),aspyr,21.99 galitarian,1
media studio for psp standard editon,encore software,29.99,media studio for psp standard editon,encore software,41.14 galitarian1,1
learning quickbooks 2007,intuit,39.95,learning quickbooks app 2007,,39.95 –––––––––––––––––––––––––––––––––––––––––––,1
adobe cs3 design premium macosx dvd,adobe,599.0,amazon bestseller of 2009,amazon,,1
oxford world encyclopedia,tri synergy,19.99,oxford world encyclopedia,,,1
x3 : reunion virtual programming ltd.,csdc,39.95,x3 ( reunion virtual programming ),x3,39.99 galitarian1,1
adobe creative suite cs3 production premium,adobe,1699.0,adobe creative suite cs3 production premium,adobe,2499.0 ��,1
sims 2 university expansion pack,aspyr media,34.99,sims 2 expansion packs,aspyr,____,1
didi & ditto : kindergarten win/mac,kutoka,19.99,,kutoka,34.45 galitarian,1
computrace lojack for laptops : 1 year subscription,absolute software,49.99,power on now up to date & contact windows,power,17.55 ��1,1
gorilla 4 student,jungle software,199.0,,gorog,_______________________,1
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe Creativity cs3 cts 3.2 products,,595.99 ㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹ,1
sound forge audio studio 9,sony media,69.59,soundforge audio software 2,sony media,70.01,1
x3 : reunion virtual programming ltd.,csdc,39.95,x3 : reunion virtual programming ltd.,csdc,39.95 ONSORED,1
chicken hunter : license to grill the great poultry race,encore,9.99,chicken hunter : license to grill the great poultry race,c col manufacturer,25.,1
f/a -18 operation iraqi freedom,graphics-simulations-corporation,39.99,f/a -18 operation iraqi freedom,graphics-simulations-corporation,0.99 ��,1
learning quickbooks 2007,intuit,39.95,learning quickbooks 2007,intuit,28.99 ........................____,1
instant immersion japanese 2.0,topics entertainment,19.99,instant immersion japanese 2.0,topics entertainment,19.99 ��,1
adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe update 2,,149.99,1
travelogue 360 : paris,aspyr media,29.99,holiday gift,onone,49.35 ____________________________,1
global software smart steps 1st grade windows macintosh ),global software,,global software w87-002340-5 home office toolkit for Microsoft desktop ( pc ),,,1
classification & ecology ( win/mac ) ( jewel case ),fogware publishing,9.99,classification & ecology ( win/mac ) ( jewel case 1 ),colorcol,9.99 galitarian,1
clifford the big red dog thinking adventures,scholastic,9.99,korea,japan,9.99 ��,1
buzby breakin ' all the rules hermie and friends,digital praise,19.99,buzby breakin ' all the rules hermie and friends,bobsleigh,19.99 ��,1
dk exotic animals africa,global-software-publishing,9.99,dk exotic animals africa,global-software-publishing,9.99 galitarian,1
adobe audition 2.0 upgrade,adobe,129.0,adobe audition 2.0 upgrade,adobe,129.0 ****************************,1
tlc dr. seuss reading learning system 2008,encore,19.99,tlc dr. seuss reading learning system 2008,tlc,19.95 galitarian1  DEPOSITE,1
learn to play keyboard ( jewel case ),alfred publishing,9.99,read for windows,col,2.46 ��,1
punch super home suite 3.0,punch ! software,49.99,punch super home suite 3.0,punch ! software,49.99 ????????,1
ca internet security suite 2007 3 user,computer associates,69.95,cainternet security suite complete product,computer associates,69.95 ******************************************************************************************************* ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
the print shop pro publisher 22 deluxe [ dvd ],encore,99.99,the print shop pro publisher 22 deluxe [ dvd ],dvd bundle,249.99 vironment,1
quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,long story,inc.,1299.99 ONSORED,1
adobe contribute cs3 [ mac ],adobe,149.0,webroot webmaster CS,adobe,,1
stomp inc recover lost data 2005,stomp inc,39.95,stomp inc 9/11 collection,program,59.95 antha,1
computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,computrace lojack for laptops 1 year license ( linux ),,48.99 galitarianCol title,1
web graphics creator,sos-aggregation-company,39.95,web graphics creator,encore,29.95 galitarian,1
apple mac os x tiger 10.4.6 ( mac dvd ),apple computer,129.0,apple mac os x tiger 10.,apple computer,133.99 galitarian,1
hoyle kids ' games jc,encore,9.99,hoyle Kids,madden,92.99 ��,1
microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft word 4 professional software company,,49.99 ��,1
mavis beacon teaches typing deluxe 16,broderbund,39.99,mavis beacon teaches typing,digital,39.99 ormon,1
hoyle solitaire ( jewel case ),encore,9.99,hoyle solitaire ( diamond case ),encore,15.99 galitarian,1
math success deluxe 2006,topics entertainment,49.99,math success deluxe 2006,topics entertainment,16.27 _._._.._,1
gorilla 4 standard,jungle software,299.0,gorilla 4 standard,,25.4 ocratic,1
microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft virtual pc for mac 7.0 with windows xp home,sos-aggregation-company,221.99 ______________________________,1
buzby breakin ' all the rules hermie and friends,digital praise,19.99,buzby break,colcode,10.00 ��,1
extensis smartscale 1-user pxe-11433 ),extensis corporation,,extensis computer,extensis,48.99 𒤍��𒤑�𒤰�𒤓�𒤬� 𒤬� 𒤤�,1
riding academy : jump & ride,viva media,19.99,scifi game app app: game,viva media,13.95 ��,1
logic express 6,apple,299.99,logic express 6,apple,3.9 galitarian,1
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,after effects professional 6.5 upgrade from standard to professional,adobe,499.99 galitarian,1
microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft word 2004 upgrade 4 ( mac ),,109.99 galitarian,1
broderbund print shop 21 deluxe,encore software,49.99,cuberebsund print shop 21 deluxe software,encore,41.99 𒬦프,1
tlc zoombinis 3rd grade lrng sys 2007 sb cs by riverdeep 10548 ),encore-software-inc,,tlc zoombinis 3rd grade lrng sys 2007 sb cs by riverdeep,_______________________________ col col,____________________________ col col col,1
microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft virtual pc for mac 7.0,microsoft,215.98 galitarianCol title,1
marine aquarium 2.0 ( mac ),encore,19.99,marine aquarium 2.0 ( mac ),encore,19.99 galitarian,1
gsp crossword addict,global-software-publishing-north-america-inc,9.99,gsp crossword addict,gsp software,10.99 𐈥近孙地出,1
iremember digital scrapbooking 2.0,intriguing development,39.95,irk post-workplace,irk,599.0 ��,1
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,fish 2 : freddi fish,,29.95 ONSORED,1
typing instructor deluxe ( jewel case ),individual software,9.99,e.g. e.r.com,individual software,9.99 galitarian,1
stubbs the zombie in rebel without a pulse ( dvd ) ( mac ),aspyr media,9.99,stubbs the zombie ( dvd ) ( mac ),noliver,9.99 galitarian,1
finale allegro 2007,finale,199.95,finale allegro 2007,finale,199.95 galitarian,1
imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writerdeluxe,,19.95 ormon1,1
hallmark card studio 2006,sierra home,29.99,hallmark card studio 2006,,29.49 ItemThumbnailImage1,1
drive genius by prosoft engineering inc,global-marketing-partners,129.0,drive genius inc,ewcol,,1
gorilla 4 standard,jungle software,299.0,gorilla 3d col,,29.99,1
neuratron photoscore professional 4,sibelius-software-ltd .,199.99,neuratron photocore professional 4,neur,299.99 ��,1
the printshop 20 professional publisher,broderbund,69.99,the printshop 20 professional publisher,broderbund,2.99 orate,1
digital video and audio production book for vegas 7 + dvd,sony-pictures-digital-entertainment,49.35,illustrator,illustrator,49.35 idium,1
punch ! master landscape & home design,punch ! software,99.99,ulead systems sivd-dvd,punch ! software,100.00 ool,1
return to castle wolfenstein ( mac ),aspyr media,29.99,return to castle wolfenstein ( mac ),aspyr media,19.99 galitarian,1
more brain games,csdc,9.99,more brain games,,10.99 ����ी,1
the printshop 20 professional publisher,broderbund,69.99,the printshop v20 professional publisher,englands,9.99 galitarian,1
instant immersion spanish ( audio book ),topics entertainment,,instant immersion spanish ( audio book ),topics merchandising,1799.0 _______________________,1
learn to play keyboard ( jewel case ),alfred publishing,9.99,learn to play keyboard ( jewel case ),,9.99 【,1
guild wars nightfall,ncsoft,49.99,guild wars nightfall,,49.99 vironment,1
gsp crossword addict,global-software-publishing-north-america-inc,9.99,gsp crossword addict,,24.99 galitarian,1
zoo tycoon 2 ( mac ),destineer,39.99,zebra theme 2.0,zebra,69.99 galitarian,1
pc tutor learn windows vista & office 2007,nova development,29.99,pc tutor learn windows vista & office 2012,nova development,9.95 ________________________ _ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ ___ _ _ ___ ___ ___ ___ _____ ___ _ ___ ___ _ ___,1
emc retrospect 7.5 professional for windows upgrade,dantz,,engage engage,,14.49 _______________________________,1
apple ilife '06 ( mac dvd ) [ older version ],apple computer,79.0,apple irife '14 ( mac ),,97.94 ��,1
model web publisher 3.5.2 .,computer-associates-international,,model web publisher 3.5.2,computer-associates-international,𐄃自来,1
classification & ecology ( win/mac ) ( jewel case ),fogware publishing,9.99,classification & ecology ( win/mac ) ( jewel case ),,19.99 _______________________,1
microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft,10949.0,microsoft visual studio team suite 2007 with msdn premium ( cd & dvd ),CORONABLE,7.95 𾑬地: lufia,1
network now ! pro by encore,encore software,39.99,network by encore,ideore,79.99 ��,1
global software smart steps 1st grade windows macintosh ),global software,,global software smart steps 1st grade windows macintosh,,15.0 𒼖� ____________________________,1
steinberg nuendo 3 digital audio software,steinberg,2499.0,steinberg nuendo 3 digital audio software 16000 digital media,steinberg,89901 galitarian,1
detto move2mac usb,detto-technologies-inc,71.31,detto move2mac usb,detto-technologies-inc,10.49 galitarian,1
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,snapper tv 2,sony media,13.01 ormon1,1
eovia carrara 5 pro,eovia,,eovia carrara 5 pro,eovia,__________________________,1
clifford the big red dog thinking adventures,scholastic,9.99,scholastic 1.2 million dvd 2006 edgob one-click,,29.99 galitarian,1
mavis beacon typing 17 deluxe by broderbund,encore software,39.99,mavis beacon typing 16 deluxe col,encore software,38.99 galitarian,1
captain america the complete comic collection win/mac,git corp,49.95,captain america the complete comic collection won,org,9.99 ONSORED,1
apple ilife '06 ( mac dvd ) [ older version ],apple computer,79.0,dvd tb.co,,79.06,1
emc retrospect 7.5 professional for windows upgrade,dantz,,e-lux e-v-lifestyle upgrade,dantz,BuyableInstoreAndOnline1,1
f-secure internet security 2007 3 pcs,global-marketing-partners,79.99,wide open internet and social network security COMPUTER INC. 4/22/2007,http://www.youtube.com/,________________________--,1
computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,computrace lojack for laptops 1 year license ( mac ),absolute software,47.5 𐄍涘新,1
reader rabbit preschool,the-learning-company,29.99,reader rabbit preschool,en-US reader ( uni ),10.0 galitarian,1
professor fujis sudoku deluxe by encore,encore software,19.99,student olympics,auburn,45.99 galitarian1,1
adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,adobe creative suites web 7.0,,18.19 qqa,1
webroot spysweeper antispyware 3 user,webroot software,39.99,webroot webroot 2.10 user,,9.49 ��,1
comic book library,marvel,49.99,cartoon library col col book version 1.7 col col col author,aladdin,9.99,1
adventure workshop 4th-6th grade 7th edition,encore software,19.99,dave bbX2d7 com3 com4,decore software,29.99 【CONTENT BOX】,1
middle school success deluxe 2008,topics entertainment,49.99,lessons entertainment,,6.95 galitarian,1
personal image manager,smith-micro-software,29.99,personal image manager 54620 personal image manager,smith-micro-software,29.99 galitarian,1
drive genius by prosoft engineering inc,global-marketing-partners,129.0,drive Genius for use on computer,digital-music,109.99 galitarian,1
your desktop post office for pc,stamps.com,14.99,stamps.com reader,inc reader program,9.99 _______________________________,1
the printshop business card maker ( jewel case ),riverdeep-learning-company,9.99,samsung business card holder,,9.99 ��,1
scrapbook for windows,abacus,,scrapbook for windows,abacus,6.99 galitarian,1
web graphics creator,sos-aggregation-company,39.95,web graphics creator,sr-d,40.99 ��,1
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99 ONSORED,1
zoo tycoon 2 ( mac ),destineer,39.99,zoo tycoon 2 ( mac ),destineer,39,1
giggles computer funtime for baby shapes ( win/mac ),navarre ( software ),24.95,giggles computer funtime for baby shapes ( win/mac ),navarre ( software ),,1
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio + dvd 8 platinum edition,,129.95            _____________________________,1
circus ponies-notebook 2.0 mac os,csdc,49.95,circus ponies-notebook 2.0 macOS OS,csdc,39.99 galitarian,1
pc vegas dvd,sony-pictures-home-entertainment,899.99,pc vegas dvd,cvs,38.99 galitarian,1
microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft virtual pc for mac 7.0 + windows xp home,microsoft,393.68 nw,1
eovia carrara 5 pro,eovia,,eovia carrara 5 pro,,29.99 𒯴徍 寕美 呟頭美 喑頭美 币乢須美 ( ),1
comic book library,marvel,49.99,comic book library 1.0 ( jc ),,28.99 _______________________________,1
simple movie maker,topics entertainment,19.99,pepsi computer,,15.99 vironment,1
mcsa/mcse self-paced training kit ( exams 70-292 & 70-296 ) upgrading your certi,microsoft,70.0,mcsa/mcse self-paced training kit 'v 2.0,learning and support,78.96 galitarian,1
adobe after effects professional 7.0,adobe,999.0,adobe after effects professional 7.0,adobe,897.99 ��,1
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio 8 platinum edition,sony content,129.95 【,1
computrace lojack for laptops 1 year license ( mac ),absolute software,49.95,emirall zim toolbox calculator,,49.95 galitarian1,1
my sim aquarium,viva media,19.99,my sim aquarium 2098 micro (x3),adsorption,69.95 ??????????????,1
winway resume deluxe 11.0 network 10,nova development,,winway resume deluxe 11.0 network 10,nova development,tncx2,1
the sims 2 : open for business expansion pack,aspyr media,34.99,the sims 2 : open for business expansion pack,aspyr media,34.99,1
quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,easyjumps 1.4,int,16.95 galitarian,1
adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 [ mac ],adobe,149.0 galitarian,1
guild wars nightfall,ncsoft,49.99,guild wars nightfall,ncsoft,100.00 ONSORED,1
print workshop 2007,valusoft,19.99,print workshop 2007,print,003.98 galitarian,1
