cuda
Device: cuda
step: 0, loss: 0.6974075436592102
step: 10, loss: 0.6190547347068787
step: 20, loss: 0.5587453842163086
step: 30, loss: 0.4596133530139923
step: 40, loss: 0.35507044196128845
step: 50, loss: 0.3795855641365051
step: 60, loss: 0.22126305103302002
step: 70, loss: 0.09692539274692535
step: 80, loss: 0.15278179943561554
step: 90, loss: 0.19782301783561707
step: 100, loss: 0.20883075892925262
step: 110, loss: 0.22121544182300568
step: 120, loss: 0.046179838478565216
step: 130, loss: 0.07047535479068756
step: 140, loss: 0.018816018477082253
