cuda
Device: cuda
step: 0, loss: 0.6694334745407104
step: 10, loss: 0.6705526113510132
step: 20, loss: 0.541172444820404
step: 30, loss: 0.3464677035808563
step: 40, loss: 0.33822470903396606
step: 50, loss: 0.35073167085647583
step: 60, loss: 0.233330637216568
step: 70, loss: 0.15088136494159698
step: 80, loss: 0.12977635860443115
step: 90, loss: 0.22775648534297943
step: 100, loss: 0.20779666304588318
step: 110, loss: 0.3794791102409363
step: 120, loss: 0.06824127584695816
step: 130, loss: 0.029776081442832947
step: 140, loss: 0.11835746467113495
