ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,Truth
 ,corel,150,corel wordperfect office 12 standard upgrade,corel,149.99 ༽ノ RIOT FOR THE RESIDENTIAL ヽ༼�,1.0
 ," ""In the end, each of these products had a significant impact on our financial",150,sony vegas movie studio + dvd 9 platinum edition,sony magazine,129.95 _.,1.0
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,peachtree by sage pro accounting 2013,"sage software CORONA, LLC BY",$,1.0
 ,microsoft,149.99 𦊱,checkmark multiledger,checkmark software,399.0 ��,1.0
 , CADEL catalog,149.99 𦊱,adobe creative suite cs3 master collection upgrade [ mac ],adobe,ico_p4 $1.99 edo_p4 $1.99 $1.99 https,1.0
peachtree by sage pro accounting 2007,sage software,169.99,checkmark multiledger,checkingmark software,399.0 ibrary,1.0
 ,sage software,169.99,form workshop 1200,USoft,29.99 𠸶𠸄𠃀��,1.0
 , This page has been updated at 12:59:30 yesterday to include,169.99,checkmark multiledger,checkmark software,399.0 assic,1.0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,pc tutor learn windows vista & office 2007,nova development,29.99 �� TITLE,1.0
corel wordperfect office 12 standard upgrade,corel,149.99,britannica deluxe,avanquest software,29.95,1.0
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95, , For technical reasons the item description is not correct. See also the gloss, 1,1.0
peachtree by sage pro accounting 2007,sage software,169.99,oi ai freddi fish 3 : one of the haunted schoolhouse,humongous entertainment,29.95 ��,1.0
checkmark multiledger,checkmark software,399.0,punch super home suite 3.0,punch ! software,49.99 chwitz,1.0
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,punch super home suite 15.0,punch ! software,49.99 ��,1.0
checkmark multiledger,checkmark software,399.0,microsoft visio standard 2007,microsoft,259.95 inemiemy,1.0
form workshop 1200,valusoft,29.99,after effects professional 6.3 upgrade from standard to professional,adobe,499.99,1.0
checkmark multiledger,checkmark software,399.0, 5.7″ x 7.7″ (25″ x, 1, ,1.0
pc tutor learn windows vista & office 2007,nova development,29.99,adobe,249.0 ��,adobe,1.0
britannica deluxe,avanquest software,29.95,adobe after effects professional 6.5 upgrade from standard to professional,adobe,494.99 umerable,1.0
 ,avanquest software,29.95,nameval KEY,corel,149.99 𐈆笴地 title 証夜�,1.0
 , For technical reasons the item description is not correct. See also the gloss,29.95,microsoft office student and teacher edition 2005 macintosh,microsoft,149.99 𐊀中桥时參,1.0
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95, , 地�, 1,1.0
punch super home suite 3.0,punch ! software,49.99,math success deluxe 2009,topics entertainment,69.99 𐸠�𐌈𐐌�,1.0
punch super home suite 3.0,punch ! software,49.99,microsoft visio standard 2008,microsoft,273.95 ��,1.0
microsoft visio standard 2007,microsoft,259.95,adobe review elements 2.1 [ lb ],adobe,99.99 adobe.london,1.0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,britannica deluxe,avanquest software,29.95 𩠂𐌸-𐅼-�,1.0
 ,adobe,499.99,nickel standard 2007,nickel,259.95 ��,1.0
 , LIMIT 17,499.99,numsoft visio brand 2000,microsoft,389.95 ��,1.0
 , LIMIT 17, ,,adobe,2245.00 ��,1.0
 5.7″ x 7.7″ (25″ x, LIMIT 17, ,corel wordperfect company 10 standard upgrade,,149.99 ��,1.0
adobe,149.0,adobe contribute cs3 [ mac ],freddi fish 1 : the haunted schoolhouse,,29.95 izational,1.0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,sony vegas movie studio + dvd 9 platinum edition,sony media,127.95 assicCol title,1.0
corel wordperfect office 12 standard upgrade,corel,149.99,corel wordperfect office 12 standard upgrade,corel,79.99 ��,1.0
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,imsi resume writer deluxe [ lb ],im,6.93 ��,1.0
 ,microsoft,149.99 𐊀中桥时參,more brain games,csdc,7.99,1.0
 , 地�,149.99 𐊀中桥时參,adobe photoshop cs3 Extended [ mac ],,9000.0 BuyableInstoreAndOnline,1.0
math success deluxe 2007,topics entertainment,39.99,Microsoft office student and teacher edition 2004 macintosh,microsoft,148.99 𦐹�世界 colossus colos colos colos,1.0
microsoft visio standard 2007,microsoft,259.95,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99 ��,1.0
adobe premiere elements 3.0 [ lb ],adobe,99.99,sony vegas movie studio + dvd 9 platinum edition,sony media,129.95 _.3L,1.0
britannica deluxe,avanquest software,29.95,webroot spy sweeper $35.97,webroot cncol $20.00,50.00 ��,1.0
microsoft visio standard 2007,microsoft,259.95,after effect professional 06.5 upgrade from standard to professional,adobe,499.99 𐷫之之至 title SEBRAM in the US of America 1.,1.0
microsoft visio standard 2007,microsoft,259.95,punch SUPER home suite 3.0,punch ! software,27.99 ��,1.0
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe creative suite cs3 web premium [ mac ],adobe,1699.0 ��CREDIT title,1.0
corel wordperfect office 12 standard upgrade,corel,149.99,more brain games,csdc,9.99 ____________________,1.0
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,more brain games,csdc,9.99 luster,1.0
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,checkmark multiledger,checkmark software,399.0 ܫܬܕܕ ܫܭܕ,1.0
corel wordperfect office 12 standard upgrade,corel,149.99,pc tutor learn windows vista & office 2011,nova development,2.98 ONSORED,1.0
imsi resume writer deluxe [ lb ],imsi design,19.95,adobe + effects professional 6.5 upgrade from standard to professional,adobe,499.99 ��,1.0
more brain games,csdc,9.99,checkmark multiledger,checkmark software,399.0 osphereVal col,1.0
adobe photoshop cs3 extended [ mac ],adobe,999.0, Evaluations are an, 1, ,1.0
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,antique,499.99 izational,adobe after effects professional 6.5 upgrade from standard to professional,1.0
hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,adobe premier elements 1.8 [ lb ],,99.99 ��,1.0
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,punch SUPER home suite 3.0,punch ! software,89.99 VIDIA GENERAL STACK 4.0,1.0
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,punch ! professional home design suite,punch ! software,69.99 ��,1.0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,punch super suite 3.0,punch ! software,49.99 𐈭哉 title,1.0
punch super home suite 3.0,punch ! software,49.99,microsoft visio standard 2007,microsoft,$249.99Col title,1.0
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,math success deluxe 2008,topics education,39.,1.0
more brain games,csdc,9.99,adobe Creative suite cs3 master collection upgrade [ mac ],adobe,1399.0 ��.0,1.0
more brain games,csdc,9.99,adobe after effects professional 4.5 upgrade from standard to professional,adobe,499.99 vironmental control units are compatible with this new color scheme. They operate like OEM control units,1.0
checkmark multiledger,checkmark software,399.0,peachtree and its components by Sage pro accounting,sage software,168.99 ��_,1.0
pc tutor learn windows vista & office 2007,nova development,29.99,adobe photoshop cs3 extended [ mac ],adobe,9999.0 ��,1.0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,pc tutor learn windows vista & office 2007,nova development,29.99 ibrary,1.0
checkmark multiledger,checkmark software,399.0,nova marketing,nova engineering,12.99 ��,1.0
 ,checkmark software,399.0 osphereVal col,adobe Premiere Elements 3.0 [ lb ],,99.99 ��,1.0
 , Evaluations,399.0 osphereVal col,checkmark multiledger,COMPOUNDS checkmark multilevel,507.4 𠹐�𠹐,1.0
 , Evaluations, ,adobe,adobe,99.99 ��,1.0
 Evaluations are an, Evaluations, ,corel wordperfect office 17 standard update,,149.99 _.,1.0
adobe,499.99,adobe after effects professional 6.5 upgrade from standard to professional,webroot spy sweeper with antivirus family edition 3 pcs,50.95 ��,49.95 ��,1.0
adobe premiere elements 3.0 [ lb ],adobe,99.99,pc tutor learn windows vista & office 2007,29.99 FTWARE,29.99,1.0
punch super home suite 3.0,punch ! software,49.99,hallmark silver greeting cards half-fold matte premium 20 count,nova development,12.99 ��,1.0
punch ! professional home design suite,punch ! software,69.99,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0 [ mac ],1.0
punch super home suite 3.0,punch ! software,49.99,adobe aftereffects professional 6.5 upgrade from standard to professional,adobe,509.99 ��,1.0
microsoft visio standard 2007,microsoft,259.95,checkmark multiledger,checkmark software,399,1.0
math success deluxe 2007,topics entertainment,39.99,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99 𦸽�主希札 (2017游�,1.0
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99 ��,1.0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,form workshop 1200,USoft,form workshop 1220,1.0
peachtree by sage pro accounting 2007,sage software,169.99,sony vegas movie studio + dvd 9 platinum edition,sony media,129.95,1.0
adobe photoshop cs3 extended [ mac ],adobe,999.0, 1, ," Ticket prices for these movies have ranged from $14,800 to $29,",1.0
pc tutor learn windows vista & office 2007,nova development,29.99,29.95 ��,britannica deluxe,avanquest software,1.0
hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,corel wordperfected office 12 standard upgrade,corel,149.99 𬰰 title 𐐐� title 사,1.0
adobe premiere elements 3.0 [ lb ],adobe,99.99,sony vegas movie studio + dvd,sony media,129.95 _.,1.0
checkmark multiledger,checkmark software,399.0,punch SUPER home suite 3.0,punch,49.99 ��,1.0
adobe premiere elements 3.0 [ lb ],adobe,99.99,pc tutor learn windows vista & office 2007,nova development,29.99 ��,1.0
corel wordperfect office 12 standard upgrade,corel,149.99,microsoft office student and teacher edition 2005 macintosh,microsoft,149.99 𠤤��中文 cola cola-cola col,1.0
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,cola premium,corel cola,149.99,1.0
pc tutor learn windows vista & office 2007,nova development,29.99,more brain games,csdc,9.99 ��,1.0
hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,more brain games,csdc,9.99,1.0
adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe photoshop cs3 extended [ mac ],adobe,01.00 | 01.50 | 01.50 | 01.50 | 01.50 | 01,1.0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 6.5 upgrade from standard to professional,adobe,"650 + $2,799.99 + $12,000.00 + $21,750.00",1.0
checkmark multiledger,checkmark software,399.0,corel wordperfect workstation 26 standard upgrade,corel,49.99 ��,1.0
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,math success deluxe 2007,topics entertainment,39.99 𦗥个上湖驦�,1.0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,sony vegas movie studio + dvd 9 platinum edition,sony media,129.99 不徕完成年宛有里聲,1.0
form workshop 1200,valusoft,29.99,checkmark multilinedger,checkmark software,300.0 ��,1.0
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio + dvd 9 platinum edition,sony media,129.95 _.SONY PRODUCTION,1.0
 ,sony media,129.95,microsoft visio standard 2007,microsoft,258.59 ��EARLS.COM title,1.0
 , ,129.95,pc tutor learn x86 & windows vista & office 2007,nova development,29.99 ��,1.0
 , ," Ticket prices for these movies have ranged from $14,800 to $29,",c:\windows\system32\win32.dll,adobe,100.0 ��,1.0
29.95,britannica deluxe,avanquest software,britannica deluxe,avanquest software,30.95 ccolprice,1.0
corel wordperfect office 12 standard upgrade,corel,149.99,form workshop 1200,USoft,29.99 ��,1.0
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,2,nova development,6.99 ��,1.0
punch super home suite 3.0,punch ! software,49.99,adobe Creative suite cs3 web [ 2 ],adobe CRM name,5099.0 ��,1.0
pc tutor learn windows vista & office 2007,nova development,29.99,freddi fish 3 : the haunted schoolhouse,humongous entertainment,29.95 iomis,1.0
microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,39.95 ilyop,1.0
corel wordperfect office 12 standard upgrade,corel,149.99,adobe before effects professional 6.5 upgrade from standard to professional,adobe,499.99 ibrary,1.0
more brain games,csdc,9.99,math success deluxe 2008,topics entertainment,40.99 ONSORED,1.0
more brain games,csdc,9.99,imsi resume writer deluxe [ lb ],imsi design,29.95 ��,1.0
adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe after effects professional 6.5 upgrade from standard and professional,adobe,499.99 ibrary,1.0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,webroot Library with antivirus family edition 7 pcs,webroot SOFTWARE,49.95 ibrary,1.0
corel wordperfect office 12 standard upgrade,corel,149.99,microsoft visio standard 2009,microsoft,"1,955.00",1.0
math success deluxe 2007,topics entertainment,39.99, ," 16"" LED TIGHER HINTED IN D", 1,1.0
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,corel wordperfect office 14 standard upgrade,corel,149.99 ��,1.0
checkmark multiledger,checkmark software,399.0,adobe RANK OF THE WORLD [ lb ],adobe,99.99 ��,1.0
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio + dvd 8 platinum edition,sony media,133.35 ItemThumbnailImage http://imgur.com/a/8HrJz Copyright © 1987-,1.0
microsoft visio standard 2007,microsoft,259.95,math success deluxe 2007,topics entertainment,19.99 ��,1.0
pc tutor learn windows vista & office 2007,nova development,29.99,math success deluxe 2009,topics technology,41.99 ��,1.0
adobe contribute cs3 [ mac ],adobe,149.0,more brain games,csdc,9.99,1.0
britannica deluxe,avanquest software,29.95, , The same results are also visible in the same order. Since, 1,1.0
form workshop 1200,valusoft,29.99,corel wordperfect business 12 standard upgrade,corel,149.99 FTWARE name,1.0
hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,checkmark multiledger,checkmark software,400.0 𨸿,1.0
adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe Creative Suite cs3 cs3 master collection upgrade [ mac ],adobe,1499.0 ��,1.0
freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,adobe after Effects professional 6.5 upgrade from standard to professional,,499.99 izational,1.0
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,checkedmark multiledger,checkedmark software,399.0 galitarian,1.0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,microsoft visio standard 2008,microsoft,259.95 ��SEER price,1.0
math success deluxe 2007,topics entertainment,39.99,peachtree by sage pro accounting 2007,sage software,269.99 ibrary,1.0
imsi resume writer deluxe [ lb ],imsi design,19.95, , The $, 1,1.0
adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,microsoft visio standard 2009,microsoft,269.95 ��,1.0
webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,3 britannica deluxe,,29.95 ��,1.0
microsoft visio standard 2007,microsoft,259.95,freddi fish 2 : the haunted schoolhouse,humongous entertainment,29,1.0
 ,microsoft,"1,955.00",corel wordperfect office 12 standard replacement,corel,149.99 ��,1.0
 ," 16"" LED TIGHER HINTED IN D","1,955.00",punch ! professional home design suite,punch ! software,59.99 𠱅𝣍 brand,1.0
corel wordperfect office 12 standard upgrade,corel,149.99,imsi resume writer deluxe,"imsi designer DEBRISSON, PA.",18.45 6.3.5.19,1.0
adobe premiere elements 3.0 [ lb ],adobe,99.99,punch ! professional home design suite,punching ! software,69.99 𠆗�� brand,1.0
sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,punch ! pro home design suite,punch ! software,69.00 ㅠ스자 서선,1.0
math success deluxe 2007,topics entertainment,39.99,intl_display,topics entertainment,39.99 ��,1.0
math success deluxe 2007,topics entertainment,39.99,corel wordperfect office 12,corel,149.99 ��,1.0
more brain games,csdc,9.99,adobe contribute cs3 [ mac ],adobe,139.8 ��,1.0
