cuda
Device: cuda
step: 0, loss: 0.7363861203193665
step: 10, loss: 0.6365983486175537
step: 20, loss: 0.444807231426239
step: 30, loss: 0.4889449179172516
step: 40, loss: 0.3816545903682709
step: 50, loss: 0.27246972918510437
step: 60, loss: 0.1769685447216034
step: 70, loss: 0.19287128746509552
step: 80, loss: 0.1649792194366455
step: 90, loss: 0.1130814403295517
step: 100, loss: 0.31084245443344116
step: 110, loss: 0.1216011643409729
step: 120, loss: 0.1069282665848732
step: 130, loss: 0.031055612489581108
step: 140, loss: 0.11113131046295166
