cuda
Device: cuda
step: 0, loss: 0.8051112294197083
step: 10, loss: 0.5970607399940491
step: 20, loss: 0.34774845838546753
step: 30, loss: 0.28866371512413025
step: 40, loss: 0.26777175068855286
step: 50, loss: 0.22427615523338318
step: 60, loss: 0.35349228978157043
step: 70, loss: 0.13678011298179626
step: 80, loss: 0.0568174310028553
step: 90, loss: 0.1696881651878357
step: 100, loss: 0.07555030286312103
step: 110, loss: 0.017421545460820198
step: 120, loss: 0.08836568892002106
step: 130, loss: 0.12490423023700714
step: 140, loss: 0.18279315531253815
