cuda
Device: cuda
step: 0, loss: 0.6796324849128723
step: 10, loss: 0.3757915198802948
step: 20, loss: 0.32094165682792664
step: 30, loss: 0.14813287556171417
step: 40, loss: 0.06071285530924797
step: 50, loss: 0.16447870433330536
step: 60, loss: 0.10232457518577576
step: 70, loss: 0.11382638663053513
step: 80, loss: 0.12961818277835846
step: 90, loss: 0.024733861908316612
step: 100, loss: 0.07667239010334015
step: 110, loss: 0.02917168103158474
step: 120, loss: 0.02349073626101017
step: 130, loss: 0.0865774154663086
step: 140, loss: 0.12434915453195572
